"transaction_id","customer_id","store","date","subtotal","discount","discount_amount","tax","total_amount"
1486,423,"San Antonio",2024-01-17,-15,"loyalty",-1.5,-1.2,-14.7
1487,423,"San Antonio",2024-01-04,-68.79,"loyalty",-6.88,-5.5,-67.41
1488,12,"Austin",2024-12-13,-245,"none",0,-19.6,-264.6
1489,274,"Houston",2024-05-01,-184.79,"sale",-18.48,-14.78,-181.09
1490,365,"Fort Worth",2024-10-04,-717.98,"none",0,-57.44,-775.42
1491,365,"Fort Worth",2024-09-08,-56.99,"none",0,-4.56,-61.55
1492,193,"Fort Worth",2024-05-05,-18.79,"sale",-1.88,-1.5,-18.41
1493,193,"Fort Worth",2024-05-11,-80,"sale",-8,-6.4,-78.4
1494,4,"Austin",2024-08-12,-41,"none",0,-3.28,-44.28
1495,2,"Austin",2025-01-01,-46.79,"none",0,-3.74,-50.53
1496,2,"Austin",2024-12-20,-53,"none",0,-4.24,-57.24
1497,210,"Fort Worth",2024-11-25,-17,"sale",-1.7,-1.36,-16.66
1498,372,"Austin",2024-05-23,-160,"loyalty",-16,-12.8,-156.8
1499,372,"Austin",2024-05-19,-21,"loyalty",-2.1,-1.68,-20.58
1500,436,"Dallas",2024-12-23,-120.99,"sale",-12.1,-9.68,-118.57
1501,379,"San Antonio",2024-07-13,-29.99,"sale",-3,-2.4,-29.39
1502,379,"San Antonio",2024-07-08,-63.5,"sale",-6.35,-5.08,-62.23
1503,379,"San Antonio",2024-07-30,-34,"sale",-3.4,-2.72,-33.32
1504,397,"Austin",2024-07-01,-113.98,"none",0,-9.12,-123.1
1505,397,"Austin",2024-06-15,-22.79,"none",0,-1.82,-24.61
1506,438,"Austin",2024-09-16,-8.79,"coupon",-0.88,-0.7,-8.61
1507,463,"Fort Worth",2024-03-09,-15.5,"loyalty",-1.55,-1.24,-15.19
1508,463,"Fort Worth",2024-02-18,-137.5,"loyalty",-13.75,-11,-134.75
1509,87,"Fort Worth",2024-05-09,-172,"sale",-17.2,-13.76,-168.56
1510,158,"San Antonio",2024-12-22,-156,"loyalty",-15.6,-12.48,-152.88
1511,495,"Fort Worth",2024-03-10,-136.79,"coupon",-13.68,-10.94,-134.05
1512,495,"Fort Worth",2024-03-28,-27.79,"coupon",-2.78,-2.22,-27.23
1513,162,"Fort Worth",2024-12-01,-94.79,"coupon",-9.48,-7.58,-92.89
1514,497,"Houston",2024-11-25,-12,"none",0,-0.96,-12.96
1515,75,"Fort Worth",2024-02-05,-17.58,"none",0,-1.41,-18.99
1516,75,"Fort Worth",2024-02-09,-88,"none",0,-7.04,-95.04
1517,25,"Austin",2025-01-02,-170,"none",0,-13.6,-183.6
1518,25,"Austin",2024-12-31,-10.99,"none",0,-0.88,-11.87
1519,398,"Fort Worth",2024-05-10,-76.5,"none",0,-6.12,-82.62
1520,35,"San Antonio",2024-02-08,-22.99,"none",0,-1.84,-24.83
1521,348,"Fort Worth",2024-10-16,-23.98,"none",0,-1.92,-25.9
1522,475,"Dallas",2024-04-27,-320,"loyalty",-32,-25.6,-313.6
1523,36,"San Antonio",2024-02-05,-213.58,"loyalty",-21.36,-17.09,-209.31
1524,279,"Fort Worth",2024-01-14,-33,"none",0,-2.64,-35.64
1525,279,"Fort Worth",2024-01-21,-11.99,"none",0,-0.96,-12.95
1526,279,"Fort Worth",2024-01-29,-29.79,"none",0,-2.38,-32.17
1527,445,"Austin",2024-01-20,-96.79,"sale",-9.68,-7.74,-94.85
1528,19,"Austin",2024-10-12,-143.37,"coupon",-14.34,-11.47,-140.5
1529,19,"Austin",2024-10-13,-22,"coupon",-2.2,-1.76,-21.56
1530,102,"Fort Worth",2024-01-29,-156,"loyalty",-15.6,-12.48,-152.88
1531,102,"Fort Worth",2024-01-24,-18.79,"loyalty",-1.88,-1.5,-18.41
1532,119,"Houston",2024-12-16,-57.99,"none",0,-4.64,-62.63
1533,119,"Houston",2024-12-16,-79,"none",0,-6.32,-85.32
1534,73,"Fort Worth",2024-03-30,-22.99,"coupon",-2.3,-1.84,-22.53
1535,73,"Fort Worth",2024-03-23,-417,"coupon",-41.7,-33.36,-408.66
1536,73,"Fort Worth",2024-04-16,-208.5,"coupon",-20.85,-16.68,-204.33
1537,342,"San Antonio",2024-10-10,-47.79,"coupon",-4.78,-3.82,-46.83
1538,327,"Fort Worth",2024-04-18,-167.98,"loyalty",-16.8,-13.44,-164.62
1539,327,"Fort Worth",2024-05-12,-17.79,"loyalty",-1.78,-1.42,-17.43
1540,407,"San Antonio",2025-01-03,-25,"none",0,-2,-27
1541,338,"Houston",2024-12-11,-18.99,"loyalty",-1.9,-1.52,-18.61
1542,338,"Houston",2024-12-11,-34.99,"loyalty",-3.5,-2.8,-34.29
1543,338,"Houston",2024-12-16,-41.99,"loyalty",-4.2,-3.36,-41.15
1544,404,"San Antonio",2024-03-04,-86,"loyalty",-8.6,-6.88,-84.28
1545,65,"Dallas",2024-01-28,-208.5,"loyalty",-20.85,-16.68,-204.33
1546,65,"Dallas",2024-02-08,-9,"loyalty",-0.9,-0.72,-8.82
1547,126,"Austin",2024-11-20,-266,"sale",-26.6,-21.28,-260.68
1548,166,"Dallas",2024-11-23,-48.79,"coupon",-4.88,-3.9,-47.81
1549,204,"Dallas",2024-01-21,-266,"none",0,-21.28,-287.28
1550,405,"Austin",2024-09-16,-90,"none",0,-7.2,-97.2
1551,130,"Houston",2024-02-28,-46.79,"none",0,-3.74,-50.53
1552,8,"San Antonio",2024-12-12,-16.5,"none",0,-1.32,-17.82
1553,231,"Houston",2024-02-23,-19.5,"loyalty",-1.95,-1.56,-19.11
1554,231,"Houston",2024-03-03,-53,"loyalty",-5.3,-4.24,-51.94
1555,102,"Fort Worth",2024-06-04,-25.5,"sale",-2.55,-2.04,-24.99
1556,10,"Dallas",2024-04-09,-147,"none",0,-11.76,-158.76
1557,142,"San Antonio",2024-10-30,-50.99,"coupon",-5.1,-4.08,-49.97
1558,272,"Houston",2024-06-05,-99,"loyalty",-9.9,-7.92,-97.02
1559,272,"Houston",2024-06-09,-47,"loyalty",-4.7,-3.76,-46.06
1560,401,"Dallas",2024-06-21,-142.5,"sale",-14.25,-11.4,-139.65
1561,401,"Dallas",2024-06-22,-10.99,"sale",-1.1,-0.88,-10.77
1562,204,"Dallas",2025-01-04,-52.5,"loyalty",-5.25,-4.2,-51.45
1563,204,"Dallas",2025-01-02,-63.5,"loyalty",-6.35,-5.08,-62.23
1564,204,"Dallas",2024-12-30,-39.99,"loyalty",-4,-3.2,-39.19
1565,52,"San Antonio",2024-06-02,-17.99,"loyalty",-1.8,-1.44,-17.63
1566,52,"San Antonio",2024-06-18,-133.5,"loyalty",-13.35,-10.68,-130.83
1567,130,"Austin",2024-05-08,-94.79,"sale",-9.48,-7.58,-92.89
1568,236,"Houston",2024-12-10,-21.58,"none",0,-1.73,-23.31
1569,61,"Dallas",2024-04-29,-173.97,"none",0,-13.92,-187.89
1570,61,"Dallas",2024-05-16,-363,"none",0,-29.04,-392.04
1571,24,"San Antonio",2024-06-27,-33.98,"none",0,-2.72,-36.7
1572,375,"Fort Worth",2024-05-22,-248.97,"loyalty",-24.9,-19.92,-243.99
1573,388,"Austin",2024-03-30,-301.98,"sale",-30.2,-24.16,-295.94
1574,496,"Fort Worth",2024-08-20,-240,"sale",-24,-19.2,-235.2
1575,372,"Austin",2024-11-18,-6.79,"none",0,-0.54,-7.33
1576,372,"Austin",2024-12-03,-194.79,"none",0,-15.58,-210.37
1577,38,"Fort Worth",2024-10-23,-27.79,"none",0,-2.22,-30.01
1578,27,"Fort Worth",2024-08-01,-270,"none",0,-21.6,-291.6
1579,170,"San Antonio",2024-08-13,-89.79,"coupon",-8.98,-7.18,-87.99
1580,3,"Fort Worth",2024-11-26,-266,"coupon",-26.6,-21.28,-260.68
1581,3,"Fort Worth",2024-12-04,-16.5,"coupon",-1.65,-1.32,-16.17
1582,361,"Dallas",2024-07-10,-20.79,"sale",-2.08,-1.66,-20.37
1583,334,"Houston",2024-03-30,-156,"loyalty",-15.6,-12.48,-152.88
1584,287,"Dallas",2025-01-20,-269.37,"none",0,-21.55,-290.92
1585,329,"Dallas",2024-01-20,-158,"loyalty",-15.8,-12.64,-154.84
1586,145,"Fort Worth",2024-10-05,-25,"coupon",-2.5,-2,-24.5
1587,49,"San Antonio",2024-08-10,-86.97,"sale",-8.7,-6.96,-85.23
1588,49,"San Antonio",2024-07-29,-10.5,"sale",-1.05,-0.84,-10.29
1589,60,"San Antonio",2024-04-21,-37.58,"coupon",-3.76,-3.01,-36.83
1590,60,"San Antonio",2024-04-07,-158.79,"coupon",-15.88,-12.7,-155.61
1591,276,"Austin",2024-01-23,-27.99,"coupon",-2.8,-2.24,-27.43
1592,66,"Dallas",2024-12-13,-902,"none",0,-72.16,-974.16
1593,66,"Dallas",2024-12-18,-46.79,"none",0,-3.74,-50.53
1594,364,"Fort Worth",2024-03-27,-22,"none",0,-1.76,-23.76
1595,358,"Houston",2024-01-19,-9.99,"none",0,-0.8,-10.79
1596,38,"San Antonio",2024-03-31,-17,"none",0,-1.36,-18.36
1597,213,"Austin",2024-06-30,-280,"coupon",-28,-22.4,-274.4
1598,22,"San Antonio",2024-07-29,-170,"none",0,-13.6,-183.6
1599,324,"Houston",2024-12-14,-11,"none",0,-0.88,-11.88
1600,136,"Dallas",2024-09-04,-17.98,"coupon",-1.8,-1.44,-17.62
1601,254,"Austin",2024-10-01,-170,"none",0,-13.6,-183.6
1602,85,"Fort Worth",2024-11-24,-146.5,"none",0,-11.72,-158.22
1603,381,"Dallas",2024-04-24,-42.79,"none",0,-3.42,-46.21
1604,381,"Dallas",2024-04-28,-28.99,"none",0,-2.32,-31.31
1605,264,"Dallas",2024-05-31,-7,"none",0,-0.56,-7.56
1606,316,"Dallas",2024-11-23,-106.79,"sale",-10.68,-8.54,-104.65
1607,54,"Fort Worth",2024-12-06,-6,"loyalty",-0.6,-0.48,-5.88
1608,54,"Fort Worth",2024-11-29,-48.79,"loyalty",-4.88,-3.9,-47.81
1609,54,"Fort Worth",2024-12-16,-74.97,"loyalty",-7.5,-6,-73.47
1610,338,"Dallas",2024-04-07,-13,"sale",-1.3,-1.04,-12.74
1611,373,"Houston",2024-12-19,-76.5,"none",0,-6.12,-82.62
1612,211,"Houston",2024-07-05,-398,"coupon",-39.8,-31.84,-390.04
1613,130,"Dallas",2024-09-18,-214,"coupon",-21.4,-17.12,-209.72
1614,283,"Austin",2024-11-02,-39.99,"none",0,-3.2,-43.19
1615,283,"Austin",2024-11-06,-408,"none",0,-32.64,-440.64
1616,379,"Fort Worth",2024-05-30,-56.99,"sale",-5.7,-4.56,-55.85
1617,379,"Fort Worth",2024-05-21,-33,"sale",-3.3,-2.64,-32.34
1618,335,"Dallas",2024-04-15,-27,"none",0,-2.16,-29.16
1619,406,"Fort Worth",2024-05-24,-56,"none",0,-4.48,-60.48
1620,292,"Fort Worth",2024-06-29,-196,"none",0,-15.68,-211.68
1621,292,"Fort Worth",2024-06-28,-145.79,"none",0,-11.66,-157.45
1622,292,"Fort Worth",2024-06-29,-447,"none",0,-35.76,-482.76
1623,256,"Austin",2024-06-01,-158.79,"coupon",-15.88,-12.7,-155.61
1624,411,"San Antonio",2024-12-10,-11.98,"none",0,-0.96,-12.94
1625,36,"San Antonio",2024-10-30,-39.99,"coupon",-4,-3.2,-39.19
1626,2,"Houston",2024-05-28,-17.98,"coupon",-1.8,-1.44,-17.62
1627,2,"Houston",2024-06-12,-47.37,"coupon",-4.74,-3.79,-46.42
1628,27,"Austin",2024-09-17,-56,"loyalty",-5.6,-4.48,-54.88
1629,27,"Austin",2024-09-11,-6,"loyalty",-0.6,-0.48,-5.88
1630,434,"Austin",2024-07-18,-244.99,"sale",-24.5,-19.6,-240.09
1631,289,"San Antonio",2024-02-02,-128.79,"none",0,-10.3,-139.09
1632,157,"San Antonio",2024-09-07,-194,"sale",-19.4,-15.52,-190.12
1633,296,"Houston",2024-05-03,-22,"coupon",-2.2,-1.76,-21.56
1634,160,"Houston",2025-01-06,-180,"coupon",-18,-14.4,-176.4
1635,160,"Houston",2025-01-12,-1370.97,"coupon",-137.1,-109.68,-1343.55
1636,21,"Austin",2024-08-12,-16.99,"loyalty",-1.7,-1.36,-16.65
